Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
First united corp.,FUNC,"",99188.0,2235000.0,0.0026,0.0025,2158,-6307.0,-5.978482,reduction,1.4942500,Q4 2016,FINANCE,13F,03/31/2022,20.39,
I-mab adr,IMAB,"",137400.0,2231000.0,0.0026,0.0133,2159,-87400.0,-38.879004,reduction,0.1662510,Q2 2020,HEALTH CARE,13F,03/31/2022,62.57,
Semrush holdings inc,SEMR,"",186800.0,2230000.0,0.0026,0.0005,2160,169200.0,961.363636,addition,0.4350672,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,12.7795,
Baozun inc adr,BZUN,"",259448.0,2226000.0,0.0026,,2161,259448.0,,new,0.4106993,Q1 2022,COMMUNICATIONS,13F,03/31/2022,8.58,
Turning point brands inc,TPB,"",65397.0,2224000.0,0.0026,0.0045,2162,-31400.0,-32.439022,reduction,0.3605852,Q2 2020,CONSUMER STAPLES,13F,03/31/2022,37.51,
Flanigans enterprises inc.,BDL,"",64100.0,2224000.0,0.0026,0.0025,2163,-2000.0,-3.025719,reduction,3.4487452,Q2 2013,CONSUMER DISCRETIONARY,13F,03/31/2022,22.55,
Trustco bank corp n y,TRST,"",69576.0,2222000.0,0.0026,0.0024,2164,11080.0,18.941466,addition,0.3624340,Q2 2014,FINANCE,13F,03/31/2022,40.5645,
Lightspeed pos inc.,LSPD,"",72800.0,2218000.0,0.0026,0.0288,2165,-499300.0,-87.274952,reduction,0.0488409,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,61.01,
Manitowoc co. inc.,MTW,"",147049.0,2217000.0,0.0026,,2166,147049.0,,new,0.4163429,Q1 2020,INDUSTRIALS,13F,03/31/2022,15.08,
First community corp,FCCO,"",104419.0,2214000.0,0.0026,0.0028,2167,-4590.0,-4.210662,reduction,1.3810948,Q4 2017,FINANCE,13F,03/31/2022,18.79,
Invesco s&p 500 high dividend low volatility etf,SPHD,"",46900.0,2214000.0,0.0026,0.0013,2168,24000.0,104.803493,addition,No Data,Q2 2021,FINANCE,13F,03/31/2022,46.2676,
Vaneck oil services etf-,OIH,"",7790.0,2201000.0,0.0026,0.0005,2169,5400.0,225.941423,addition,No Data,Q3 2021,FINANCE,13F,03/31/2022,256.306,
Vanguard utilities etf,VPU,"",13600.0,2201000.0,0.0026,0.0016,2170,5500.0,67.901235,addition,No Data,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,158.5879,
Ideaya biosciences inc,IDYA,"",196537.0,2199000.0,0.0026,,2171,196537.0,,new,0.5086372,Q2 2020,HEALTH CARE,13F,03/31/2022,11.19,
Glbl indemnity ltd,GBLI,"",84134.0,2195000.0,0.0026,0.0025,2172,5600.0,7.13067,addition,0.7942956,Q4 2005,FINANCE,13F,03/31/2022,39.97,
Ishares core high dividend etf-,HDV,"",20500.0,2191000.0,0.0026,0.0041,2173,-12200.0,-37.308869,reduction,No Data,Q2 2021,FINANCE,13F,03/31/2022,100.17,
Jakks pacific,JAKK,"",156018.0,2189000.0,0.0026,0.0022,2174,-21000.0,-11.8632,reduction,1.6302987,Q1 2011,CONSUMER DISCRETIONARY,13F,03/31/2022,30.24,
Smith micro software inc.,SMSI,"",580301.0,2188000.0,0.0026,0.0039,2175,-62475.0,-9.71956,reduction,1.0519544,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,5.08,
Kingstone companies inc,KINS,"",411189.0,2188000.0,0.0026,0.0027,2176,-15900.0,-3.722877,reduction,3.8629579,Q4 2014,FINANCE,13F,03/31/2022,11.19,
Colony bankcorp  inc.,CBAN,"",117178.0,2188000.0,0.0026,0.0032,2177,-32400.0,-21.660939,reduction,0.6663015,Q3 2013,FINANCE,13F,03/31/2022,14.85,
Frequency electronics inc.,FEIM,"",250461.0,2179000.0,0.0026,0.0033,2178,-14499.0,-5.472147,reduction,2.6978715,Q2 2006,INFORMATION TECHNOLOGY,13F,03/31/2022,10.0,
Vaneck rare earth/strategic metals etf,REMX,"",18386.0,2175000.0,0.0026,0.0045,2179,-13514.0,-42.363636,reduction,No Data,Q1 2021,FINANCE,13F,03/31/2022,103.22,
Greentree hospitality grp ltd ads,GHG,"",432404.0,2171000.0,0.0025,0.0044,2180,-16400.0,-3.654156,reduction,0.6332161,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,12.73,
Expensify inc,EXFY,"",123400.0,2167000.0,0.0025,,2181,123400.0,,new,0.1813717,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,17.56,
Consol energy inc,CEIX,"",57503.0,2164000.0,0.0025,,2182,57503.0,,new,0.1651698,Q1 2022,ENERGY,13F,03/31/2022,37.63,
James river group holdings ltd,JRVR,"",87400.0,2162000.0,0.0025,0.0054,2183,-62800.0,-41.810919,reduction,0.2333762,Q3 2015,FINANCE,13F,03/31/2022,34.35,
Lloyds banking group plc sponsored adr,LYG,"",895330.0,2158000.0,0.0025,,2184,895330.0,,new,0.0051981,Q1 2015,FINANCE,13F,03/31/2022,2.41,
Invesco s&p 500 pure value etf-,RPV,"",25200.0,2158000.0,0.0025,,2185,25200.0,,new,No Data,Q4 2020,FINANCE,13F,03/31/2022,85.65,
Mastech holdings inc,MHH,"",116458.0,2153000.0,0.0025,0.0027,2186,-10169.0,-8.030673,reduction,1.0040059,Q1 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,16.25,
Cognex corp,CGNX,"",27900.0,2152000.0,0.0025,0.0072,2187,-46656.0,-62.578465,reduction,0.0160586,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,75.3,
Mannatech inc,MTEX,"",59125.0,2148000.0,0.0025,0.0029,2188,-2174.0,-3.546551,reduction,3.0324929,Q4 2007,CONSUMER STAPLES,13F,03/31/2022,19.65,
Xl fleet corp,XL,"",1079100.0,2147000.0,0.0025,0.0032,2189,296458.0,37.879132,addition,0.7593344,Q4 2021,FINANCE,13F,03/31/2022,2.9474,
First trust tcw opportunistic fixed income etf,FIXD,"",43209.0,2142000.0,0.0025,0.0005,2190,36009.0,500.125,addition,No Data,Q1 2020,FINANCE,13F,03/31/2022,50.1865,
Spdr s&p global natural resources etf,GNR,"",34100.0,2141000.0,0.0025,0.0012,2191,15600.0,84.324324,addition,No Data,Q1 2021,FINANCE,13F,03/31/2022,56.579,
Coherus biosciences inc,CHRS,"",164100.0,2119000.0,0.0025,0.0011,2192,108300.0,194.086022,addition,0.2119526,Q4 2021,HEALTH CARE,13F,03/31/2022,13.9471,
Taylor morrison home corp,TMHC,"",77853.0,2119000.0,0.0025,,2193,77853.0,,new,0.0650733,Q1 2022,INDUSTRIALS,13F,03/31/2022,27.22,
Ichor holdings ltd,ICHR,"",59500.0,2119000.0,0.0025,0.0084,2194,-87356.0,-59.48412,reduction,0.2078204,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,36.03,
Eagle materials inc.,EXP,"",16500.0,2118000.0,0.0025,,2195,16500.0,,new,0.0433079,Q1 2022,MATERIALS,13F,03/31/2022,128.36,
Cactus inc,WHD,"",37200.0,2111000.0,0.0025,,2196,37200.0,,new,0.0615367,Q1 2022,INDUSTRIALS,13F,03/31/2022,56.74,
Imedia brands inc,IMBI,"",349748.0,2109000.0,0.0025,0.0029,2197,-44310.0,-11.244538,reduction,1.4521996,Q3 2013,CONSUMER DISCRETIONARY,13F,03/31/2022,53.19,
Ballantyne strong inc,BTN,"",684312.0,2108000.0,0.0025,0.0027,2198,-61500.0,-8.246046,reduction,3.5544364,Q2 2006,INDUSTRIALS,13F,03/31/2022,3.65,
Tilray inc,TLRY,"",271400.0,2107000.0,0.0025,0.0456,2199,-4940191.0,-94.792377,reduction,0.0545299,Q2 2021,HEALTH CARE,13F,03/31/2022,7.03,
Bluelinx holdings inc,BXC,"",29300.0,2106000.0,0.0025,0.006,2200,-20800.0,-41.516966,reduction,0.3033768,Q4 2020,INDUSTRIALS,13F,03/31/2022,66.98,
Kingsway financial services inc.,KFS,"",382815.0,2105000.0,0.0025,0.0027,2201,-11801.0,-2.990502,reduction,1.5861163,Q2 2014,FINANCE,13F,03/31/2022,4.5,
Perma-pipe international holdings inck,PPIH,"",222792.0,2101000.0,0.0025,0.0026,2202,-18801.0,-7.782096,reduction,2.7310709,Q1 2010,INDUSTRIALS,13F,03/31/2022,8.23,
Burford capital ltd,BUR,"",228300.0,2098000.0,0.0025,0.0011,2203,141400.0,162.715765,addition,0.1042228,Q2 2021,FINANCE,13F,03/31/2022,9.8333,
Oneconnect financial technology co.  ltd. adr,OCFT,"",1484124.0,2093000.0,0.0025,0.0017,2204,940910.0,173.211662,addition,0.3805509,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,3.0571,
Greenidge generation holdings inc,GREE,"",242776.0,2088000.0,0.0025,0.0014,2205,173976.0,252.872093,addition,N/A,Q3 2021, ,13F,03/31/2022,,
Patrick industries  inc.,PATK,"",34602.0,2087000.0,0.0024,0.0029,2206,5900.0,20.556059,addition,0.1504123,Q2 2020,INDUSTRIALS,13F,03/31/2022,63.3525,
Acco brands corp,ACCO,"",260111.0,2081000.0,0.0024,0.0026,2207,8058.0,3.196947,addition,0.2681936,Q1 2021,INDUSTRIALS,13F,03/31/2022,8.2519,
First trust capital strength etf-,FTCS,"",26600.0,2080000.0,0.0024,0.0013,2208,14100.0,112.8,addition,No Data,Q1 2021,FINANCE,13F,03/31/2022,76.2592,
Global x lithium & battery tech etf,LIT,"",27000.0,2078000.0,0.0024,0.0005,2209,22100.0,451.020408,addition,No Data,Q1 2020,FINANCE,13F,03/31/2022,77.2486,
Hydrofarm holdings group  inc.,HYFM,"",137000.0,2076000.0,0.0024,0.0022,2210,73600.0,116.088328,addition,0.3053843,Q2 2021,INDUSTRIALS,13F,03/31/2022,21.2308,
Huron consulting group inc,HURN,"",45258.0,2073000.0,0.0024,0.002,2211,12558.0,38.40367,addition,0.2128596,Q1 2017,INDUSTRIALS,13F,03/31/2022,48.0932,
Middlefield banc corp,MBCN,"",83512.0,2073000.0,0.0024,0.0029,2212,-10700.0,-11.357364,reduction,1.4260186,Q1 2018,FINANCE,13F,03/31/2022,23.49,
Appfolio inc,APPF,"",18300.0,2072000.0,0.0024,,2213,18300.0,,new,0.0912102,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,113.21,
National bankshares inc,NKSH,"",55370.0,2060000.0,0.0024,0.0025,2214,200.0,0.362516,addition,0.9208915,Q1 2011,FINANCE,13F,03/31/2022,35.1873,
Kkr real estate finance trust inc,KREF,"",99796.0,2057000.0,0.0024,0.0037,2215,-43325.0,-30.271588,reduction,0.1468685,Q4 2017,FINANCE,13F,03/31/2022,20.83,
Valmont industries  inc.,VMI,"",8600.0,2052000.0,0.0024,0.0038,2216,-3600.0,-29.508197,reduction,0.0403539,Q4 2012,INDUSTRIALS,13F,03/31/2022,236.17,
Ponce financial group inc,PDLB,"",197455.0,2050000.0,0.0024,0.0025,2217,603.76,0.306709,addition,0.7986281,Q3 2018,FINANCE,13F,03/31/2022,10.0656,
Guaranty bancshares inc,GNTY,"",58569.0,2050000.0,0.0024,0.0026,2218,3300.0,5.970797,addition,0.4845753,Q3 2017,FINANCE,13F,03/31/2022,31.5368,
Ssga spdr russell small cap completeness etf,SPMD,"",43400.0,2047000.0,0.0024,0.0018,2219,14200.0,48.630137,addition,No Data,Q2 2020,FINANCE,13F,03/31/2022,44.6571,
Oxford industries,OXM,"",22600.0,2045000.0,0.0024,0.0011,2220,13600.0,151.111111,addition,0.1418752,Q2 2021,INDUSTRIALS,13F,03/31/2022,94.8885,
Invesco nasdaq internet etf-,PNQI,"",12100.0,2045000.0,0.0024,0.0008,2221,9300.0,332.142857,addition,No Data,Q4 2021,COMMUNICATIONS,13F,03/31/2022,179.7603,
Schwab u.s. small-cap etf,SCHA,"",43100.0,2041000.0,0.0024,,2222,43100.0,,new,No Data,Q1 2018,FINANCE,13F,03/31/2022,47.36,
Zto express cayman inc adr,ZTO,"",81500.0,2038000.0,0.0024,,2223,81500.0,,new,0.0135016,Q1 2022,INDUSTRIALS,13F,03/31/2022,25.0,
Edgewell personal care company,EPC,"",55400.0,2032000.0,0.0024,0.0019,2224,21700.0,64.391691,addition,0.1049194,Q3 2018,INDUSTRIALS,13F,03/31/2022,36.4449,
Proshares s&p 500 dividend aristocrats etf,NOBL,"",21400.0,2031000.0,0.0024,0.0057,2225,-25200.0,-54.077253,reduction,No Data,Q2 2021,FINANCE,13F,03/31/2022,96.91,
Paramount global,PARAA,"",50203.0,2029000.0,0.0024,0.0065,2226,-106951.0,-68.054902,reduction,0.1233317,Q3 2006,COMMUNICATIONS,13F,03/31/2022,39.47,
Atai life sciences bv,ATAI,"",398242.0,2027000.0,0.0024,0.0025,2227,139242.0,53.76139,addition,0.2477665,Q4 2021,HEALTH CARE,13F,03/31/2022,6.7419,
Pulmonx corp.,LUNG,"",81600.0,2024000.0,0.0024,0.0061,2228,-71700.0,-46.771037,reduction,0.2198477,Q2 2021,HEALTH CARE,13F,03/31/2022,35.87,
Ishares msci germany etf,EWG,"",71200.0,2021000.0,0.0024,,2229,71200.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,28.39,
Donnelley financial solutions inc,DFIN,"",60700.0,2019000.0,0.0024,0.0019,2230,28100.0,86.196319,addition,0.1909431,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,40.7145,
West pharmaceutical services inc,WST,"",4900.0,2012000.0,0.0024,0.0009,2231,3300.0,206.25,addition,0.0066149,Q4 2021,HEALTH CARE,13F,03/31/2022,429.7467,
Cracker barrel old country store  inc.,CBRL,"",16932.0,2010000.0,0.0024,,2232,16932.0,,new,0.0743003,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,118.73,
Franklin electric co,FELE,"",24100.0,2001000.0,0.0023,0.0006,2233,18800.0,354.716981,addition,0.0520369,Q2 2020,INDUSTRIALS,13F,03/31/2022,78.7824,
Astronova inc,ALOT,"",131742.0,1999000.0,0.0023,0.0026,2234,-25800.0,-16.376585,reduction,1.8001321,Q1 2007,INFORMATION TECHNOLOGY,13F,03/31/2022,14.15,
Etfs physical silver shares,SIVR,"",83800.0,1999000.0,0.0023,0.0003,2235,73100.0,683.17757,addition,No Data,Q3 2021,FINANCE,13F,03/31/2022,23.5333,
Shotspotter inc,SSTI,"",72032.0,1997000.0,0.0023,0.0023,2236,9300.0,14.82497,addition,0.5932646,Q3 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,32.0222,
Tgpx holdings i llc,COOK,"",267900.0,1993000.0,0.0023,0.0012,2237,187300.0,232.382134,addition,0.2266272,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,8.8601,
Kvh industries inc.,KVHI,"",218800.0,1991000.0,0.0023,0.003,2238,-46586.0,-17.554053,reduction,1.1580245,Q4 2006,INFORMATION TECHNOLOGY,13F,03/31/2022,10.42,
Acm research inc,ACMR,"",95800.0,1982000.0,0.0023,0.0089,2239,-157100.0,-62.119415,reduction,0.1771625,Q4 2021,INDUSTRIALS,13F,03/31/2022,9.47,
Corsair gaming  inc.,CRSR,"",93600.0,1981000.0,0.0023,0.001,2240,54426.0,138.933987,addition,0.0981133,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,21.0972,
Clearside biomedical inc,CLSD,"",864951.0,1981000.0,0.0023,0.0015,2241,435734.0,101.518346,addition,1.4379795,Q4 2019,HEALTH CARE,13F,03/31/2022,2.5729,
Adaptimmune therapeutics plc adr,ADAP,"",959703.0,1977000.0,0.0023,0.002,2242,532016.0,124.393774,addition,0.5923391,Q4 2015,HEALTH CARE,13F,03/31/2022,2.8131,
Trio-tech international,TRT,"",273713.0,1972000.0,0.0023,0.005,2243,-26924.0,-8.955651,reduction,6.9308819,Q4 2007,INFORMATION TECHNOLOGY,13F,03/31/2022,6.96,
Canadian natural resources  ltd,CNQ,"",31800.0,1971000.0,0.0023,,2244,31800.0,,new,0.0027650,Q1 2022,ENERGY,13F,03/31/2022,61.98,
Esperion therapeutics inc.,ESPR,"",422200.0,1959000.0,0.0023,,2245,422200.0,,new,0.6700883,Q1 2022,HEALTH CARE,13F,03/31/2022,4.64,
Alithya grp inc cl a subordinate voting,ALYA,"",756232.0,1959000.0,0.0023,0.0024,2246,-15600.0,-2.021165,reduction,0.8665247,Q1 2006,INFORMATION TECHNOLOGY,13F,03/31/2022,5.32,
Aspen aerogels inc,ASPN,"",56700.0,1955000.0,0.0023,0.0021,2247,22549.0,66.027349,addition,0.1571465,Q3 2015,ENERGY,13F,03/31/2022,16.9166,
Origin bancorp inc,OBNK,"",46100.0,1950000.0,0.0023,0.0021,2248,7380.0,19.059917,addition,0.1939522,Q2 2019,FINANCE,13F,03/31/2022,36.8894,
Shockwave medical inc,SWAV,"",9400.0,1949000.0,0.0023,0.0116,2249,-43100.0,-82.095238,reduction,0.0262629,Q2 2021,HEALTH CARE,13F,03/31/2022,189.73,
Gamco investors inc,GBL,"",88000.0,1946000.0,0.0023,0.0027,2250,2500.0,2.923977,addition,1.1767505,Q1 2019,FINANCE,13F,03/31/2022,18.6511,
Btc ishares msci eafe growth etf,EFG,"",20200.0,1945000.0,0.0023,0.0044,2251,-11800.0,-36.875,reduction,No Data,Q2 2021,FINANCE,13F,03/31/2022,109.74,
Nexpoint real estate finance  inc.,NREF,"",85800.0,1939000.0,0.0023,0.0032,2252,-48400.0,-36.065574,reduction,0.5881742,Q2 2020,REAL ESTATE,13F,03/31/2022,17.16,
Great ajax corp,AJX,"",165248.0,1938000.0,0.0023,0.0026,2253,8000.0,5.087505,addition,0.7127706,Q3 2015,REAL ESTATE,13F,03/31/2022,11.2542,
Senstar technologies ltd,SNT,"",735969.0,1936000.0,0.0023,0.0028,2254,-23300.0,-3.068741,reduction,3.1584412,Q1 2007,INFORMATION TECHNOLOGY,13F,03/31/2022,4.71,
Cara therapeutics inc,CARA,"",159150.0,1934000.0,0.0023,0.0055,2255,-201800.0,-55.908021,reduction,0.2969703,Q2 2020,HEALTH CARE,13F,03/31/2022,12.18,
Tal education group american depositary adr,TAL,"",642500.0,1934000.0,0.0023,,2256,642500.0,,new,0.1447076,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,3.01,
Ruths hospitality group inc,RUTH,"",84400.0,1931000.0,0.0023,0.0016,2257,20200.0,31.464174,addition,0.2459022,Q2 2017,CONSUMER DISCRETIONARY,13F,03/31/2022,21.8607,
Albany international corp. (de),AIN,"",22900.0,1931000.0,0.0023,0.0027,2258,-1600.0,-6.530612,reduction,0.0726984,Q1 2013,INDUSTRIALS,13F,03/31/2022,69.42,
Norwood financial corp.,NWFL,"",67425.0,1928000.0,0.0023,0.0025,2259,-8700.0,-11.428571,reduction,0.8219241,Q2 2017,FINANCE,13F,03/31/2022,27.89,
Allegheny technologies inc,ATI,"",71792.0,1927000.0,0.0023,0.0068,2260,-270600.0,-79.03222,reduction,0.0578348,Q3 2021,MATERIALS,13F,03/31/2022,16.33,
Broadmark realty capital ord shs,BRMK,"",222200.0,1922000.0,0.0023,0.0014,2261,105400.0,90.239726,addition,0.1673175,Q1 2021,FINANCE,13F,03/31/2022,9.6487,
Cb financial services inc,CBFV,"",79895.0,1917000.0,0.0022,0.0025,2262,-3104.0,-3.739804,reduction,1.5506339,Q2 2018,FINANCE,13F,03/31/2022,24.33,
Franklin resources inc,BEN,"",68600.0,1915000.0,0.0022,0.0012,2263,39800.0,138.194444,addition,0.0137221,Q4 2021,FINANCE,13F,03/31/2022,30.2584,
Pangaea logistics solutions ltd,PANL,"",343900.0,1912000.0,0.0022,0.0007,2264,187400.0,119.744409,addition,0.7475082,Q1 2021,TRANSPORTS,13F,03/31/2022,5.0594,
Piedmont lithium ltd,PLL,"",26175.0,1911000.0,0.0022,0.0003,2265,22260.0,568.582375,addition,0.1459272,Q2 2021,MATERIALS,13F,03/31/2022,69.9193,
Profire energy inc,PFIE,"",1467495.0,1908000.0,0.0022,0.002,2266,-44800.0,-2.962385,reduction,3.1139462,Q4 2015,INDUSTRIALS,13F,03/31/2022,1.66,
Arhaus inc,ARHS,"",223800.0,1905000.0,0.0022,,2267,223800.0,,new,0.4226819,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,8.51,
First watch restaurant group inc,FWRG,"",145800.0,1903000.0,0.0022,0.0007,2268,113188.0,347.074696,addition,0.2469159,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,13.8798,
Limbach holdings,LMB,"",273171.0,1899000.0,0.0022,0.0035,2269,-41500.0,-13.188378,reduction,2.6208310,Q2 2019,INDUSTRIALS,13F,03/31/2022,11.35,
Xenia hotels & resorts inc,XHR,"",98400.0,1898000.0,0.0022,0.0007,2270,65800.0,201.840491,addition,0.0860491,Q4 2021,REAL ESTATE,13F,03/31/2022,18.8991,
Gse systems inc,GVP,"",908720.0,1890000.0,0.0022,0.002,2271,-35537.0,-3.763488,reduction,4.3245186,Q3 2010,INFORMATION TECHNOLOGY,13F,03/31/2022,2.0,
Paya holdings inc,PAYA,"",322100.0,1888000.0,0.0022,,2272,322100.0,,new,0.2438822,Q1 2022,FINANCE,13F,03/31/2022,5.86,
Honest company inc,HNST,"",362020.0,1886000.0,0.0022,0.0004,2273,320020.0,761.952381,addition,0.3929529,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,5.5441,
Usio inc,USIO,"",525591.0,1882000.0,0.0022,0.0027,2274,24250.0,4.837027,addition,2.0580012,Q1 2019,FINANCE,13F,03/31/2022,2.464,
Amylyx pharmaceuticals inc,AMLX,"",146400.0,1881000.0,0.0022,,2275,146400.0,,new,0.2501144,Q1 2022,HEALTH CARE,13F,03/31/2022,12.85,
Driven brands holdings inc,DRVN,"",71500.0,1879000.0,0.0022,0.0011,2276,44500.0,164.814815,addition,0.0426847,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,27.6923,
Tg therapeutics inc,TGTX,"",197600.0,1879000.0,0.0022,0.0059,2277,-51600.0,-20.70626,reduction,0.1368086,Q3 2018,HEALTH CARE,13F,03/31/2022,19.0,
Audiocodes ltd.,AUDC,"",73504.0,1878000.0,0.0022,,2278,73504.0,,new,0.2313040,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,25.55,
Universal insurance holdings inc,UVE,"",138900.0,1874000.0,0.0022,,2279,138900.0,,new,0.4488484,Q1 2022,FINANCE,13F,03/31/2022,13.49,
Amrep corp.,AXR,"",138574.0,1874000.0,0.0022,0.0028,2280,-11439.0,-7.625339,reduction,1.8888633,Q4 2011,INDUSTRIALS,13F,03/31/2022,6.51,
Etfs physical precious metal basket shares,GLTR,"",19500.0,1874000.0,0.0022,0.0005,2281,14900.0,323.913043,addition,No Data,Q3 2021,FINANCE,13F,03/31/2022,93.8107,
Renaissancere holdings ltd,RNR,"",11800.0,1870000.0,0.0022,,2282,11800.0,,new,0.0267035,Q4 2014,FINANCE,13F,03/31/2022,158.51,
Target hospitality corp,TH,"",311500.0,1869000.0,0.0022,0.0012,2283,45452.0,17.084135,addition,0.3213434,Q1 2021,FINANCE,13F,03/31/2022,3.0961,
Physicians realty trust,DOC,"",106100.0,1861000.0,0.0022,0.0006,2284,79500.0,298.87218,addition,0.0470936,Q1 2021,REAL ESTATE,13F,03/31/2022,17.5601,
Hubbell inc class b,HUBB,"",10100.0,1856000.0,0.0022,,2285,10100.0,,new,0.0188218,Q1 2022,INDUSTRIALS,13F,03/31/2022,183.77,
First trust morningstar dividend leaders index fund-,FDL,"",49400.0,1850000.0,0.0022,0.001,2286,26100.0,112.017167,addition,No Data,Q4 2020,FINANCE,13F,03/31/2022,36.5533,
Covetrus inc,CVET,"",110202.0,1850000.0,0.0022,0.0017,2287,43600.0,65.4635,addition,0.0790513,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,19.0805,
Clipper realty inc,CLPR,"",203857.0,1849000.0,0.0022,0.0027,2288,-15000.0,-6.85379,reduction,1.2690911,Q3 2018,REAL ESTATE,13F,03/31/2022,10.58,
Volta inc,VLTA,"",605700.0,1847000.0,0.0022,,2289,605700.0,,new,0.3612666,Q1 2022,FINANCE,13F,03/31/2022,3.05,
Societal cdmo inc,SCTL,"",1020000.0,1836000.0,0.0022,0.0025,2290,-138200.0,-11.932309,reduction,1.8010846,Q3 2016,HEALTH CARE,13F,03/31/2022,7.33,
Csw industrials inc,CSWI,"",15600.0,1834000.0,0.0022,0.002,2291,2200.0,16.41791,addition,0.0995102,Q2 2016,MATERIALS,13F,03/31/2022,119.0932,
Selecta biosciences inc,SELB,"",1490400.0,1833000.0,0.0022,0.0019,2292,1014200.0,212.97774,addition,0.9817573,Q3 2018,HEALTH CARE,13F,03/31/2022,1.8658,
Avita medical ltd,RCEL,"",215280.0,1826000.0,0.0021,,2293,215280.0,,new,0.8626527,Q1 2022,HEALTH CARE,13F,03/31/2022,,
Movado group inc,MOV,"",46600.0,1820000.0,0.0021,0.0012,2294,23600.0,102.608696,addition,0.2906713,Q1 2016,CONSUMER DISCRETIONARY,13F,03/31/2022,38.8032,
Invesco taxable municipal bond etf,BAB,"",61300.0,1819000.0,0.0021,0.001,2295,36975.0,152.004111,addition,No Data,Q4 2021,FINANCE,13F,03/31/2022,30.9755,
Cumberland pharmaceuticals inc,CPIX,"",644763.0,1818000.0,0.0021,0.0035,2296,38100.0,6.280258,addition,4.3663925,Q2 2010,HEALTH CARE,13F,03/31/2022,4.9747,
Pampa energia s.a.,PAM,"",76860.0,1816000.0,0.0021,0.0008,2297,45300.0,143.536122,addition,0.1388724,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,22.5952,
Lannett co.  inc,LCI,"",2303103.0,1815000.0,0.0021,0.0041,2298,247566.0,12.04386,addition,5.3520856,Q2 2019,HEALTH CARE,13F,03/31/2022,7.7513,
Constellation brands  inc. class b,STZ.B,"",7800.0,1815000.0,0.0021,0.0025,2299,-200.0,-2.5,reduction,0.0336122,Q1 2014,CONSUMER STAPLES,13F,03/31/2022,139.88,
Spirit of tx bancshares inc,STXB,"",69000.0,1813000.0,0.0021,0.0011,2300,39300.0,132.323232,addition,N/A,Q3 2019,FINANCE,13F,03/31/2022,21.0847,
Spectrum pharmaceuticals inc.,SPPI,"",1404039.0,1811000.0,0.0021,0.0013,2301,573790.0,69.110592,addition,0.7796439,Q3 2013,HEALTH CARE,13F,03/31/2022,1.3787,
Ac immune sa,ACIU,"",452490.0,1810000.0,0.0021,0.0027,2302,10300.0,2.329315,addition,0.5415650,Q2 2017,HEALTH CARE,13F,03/31/2022,6.4529,
Vivint smart home ord shs class a,VVNT,"",267800.0,1810000.0,0.0021,0.0014,2303,154900.0,137.201063,addition,N/A,Q3 2020, ,13F,03/31/2022,,
Ocean bio-chem inc.,OBCI,"",221700.0,1809000.0,0.0021,0.0026,2304,-14200.0,-6.0195,reduction,2.3312796,Q4 2016,CONSUMER STAPLES,13F,03/31/2022,9.77,
Pdf solutions inc,PDFS,"",64900.0,1809000.0,0.0021,0.0046,2305,-51800.0,-44.387318,reduction,0.1756122,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,18.07,
Harborone bancorp inc,HONE,"",128805.0,1806000.0,0.0021,0.0022,2306,12100.0,10.368022,addition,0.2512891,Q2 2017,FINANCE,13F,03/31/2022,9.8249,
Invesco s&p 500 low volatility etf,SPLV,"",26900.0,1805000.0,0.0021,0.0027,2307,-4900.0,-15.408805,reduction,No Data,Q2 2021,FINANCE,13F,03/31/2022,68.63,
