Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Canadian natural resources  ltd,CNQ,"",159896.0,9910000.0,0.0399,0.0241,303,61867.0,63.110916,addition,0.0139029,Q4 2020,ENERGY,13F,03/31/2022,45.0222,
Capital one financial corp,COF,"",75150.0,9866000.0,0.0398,,304,75150.0,,new,0.0191197,Q1 2022,FINANCE,13F,03/31/2022,131.29,
Global payments inc.,GPN,"",71477.0,9781000.0,0.0394,0.0324,305,30258.0,73.407894,addition,0.0253879,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,139.6484,
Ametek inc.,AME,"",73247.0,9755000.0,0.0393,,306,73247.0,,new,0.0317210,Q1 2022,INDUSTRIALS,13F,03/31/2022,133.18,
Celanese corp,CE,"",68029.0,9719000.0,0.0392,0.1046,307,-39083.0,-36.487975,reduction,0.0628102,Q4 2019,MATERIALS,13F,03/31/2022,150.21,
Carmax inc.,KMX,"",99829.0,9632000.0,0.0388,0.1311,308,-73394.0,-42.369662,reduction,0.0627201,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,131.05,
Xylem inc,XYL,"",112067.0,9555000.0,0.0385,0.0245,309,76902.0,218.689037,addition,0.0622274,Q3 2020,INDUSTRIALS,13F,03/31/2022,96.1358,
Perkinelmer inc.,PKI,"",54490.0,9506000.0,0.0383,0.0284,310,30157.0,123.934574,addition,0.0431951,Q2 2021,HEALTH CARE,13F,03/31/2022,178.0191,
Guardant health inc,GH,"",143041.0,9475000.0,0.0382,0.0611,311,37888.0,36.031307,addition,0.1403418,Q3 2020,HEALTH CARE,13F,03/31/2022,109.6344,
Pioneer natural resources co.,PXD,"",37543.0,9387000.0,0.0378,0.0073,312,30634.0,443.392676,addition,0.0155163,Q3 2021,ENERGY,13F,03/31/2022,235.7181,
Papa johns international inc.,PZZA,"",88584.0,9326000.0,0.0376,0.0535,313,19684.0,28.56894,addition,0.2474766,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,107.5978,
American international group  inc.,AIG,"",148468.0,9319000.0,0.0376,,314,148468.0,,new,0.0187414,Q1 2022,FINANCE,13F,03/31/2022,62.77,
Cenovus energy inc,CVE,"",557544.0,9302000.0,0.0375,0.0179,315,306986.0,122.520933,addition,0.0283071,Q4 2020,ENERGY,13F,03/31/2022,13.4803,
Public service enterprise group inc,PEG,"",131690.0,9218000.0,0.0372,0.0108,316,103831.0,372.70182,addition,0.0263771,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,69.3082,
Suncor energy  inc.,SU,"",282246.0,9197000.0,0.0371,0.0203,317,143092.0,102.829958,addition,0.0204508,Q3 2021,ENERGY,13F,03/31/2022,26.7477,
Expeditors international of washington inc,EXPD,"",88711.0,9151000.0,0.0369,,318,88711.0,,new,0.0528816,Q1 2022,TRANSPORTS,13F,03/31/2022,103.16,
Autohome inc adr,ATHM,"",300803.0,9147000.0,0.0369,0.0358,319,91953.0,44.02825,addition,0.2395975,Q2 2018,COMMUNICATIONS,13F,03/31/2022,56.516,
Coca-cola european partners plc,CCEP,"",187567.0,9118000.0,0.0368,0.0189,320,129475.0,222.879226,addition,0.0410620,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,50.8771,
Textron inc.,TXT,"",122577.0,9117000.0,0.0368,,321,122577.0,,new,0.0569905,Q1 2022,INDUSTRIALS,13F,03/31/2022,74.38,
Silvergate capital corp.,SI,"",59624.0,8978000.0,0.0362,,322,59624.0,,new,0.1884819,Q1 2022,FINANCE,13F,03/31/2022,150.57,
Westrock co,WRK,"",190550.0,8962000.0,0.0361,0.0284,323,80276.0,72.796851,addition,0.0747689,Q4 2020,MATERIALS,13F,03/31/2022,46.3934,
Hain celestial group,HAIN,"",256455.0,8822000.0,0.0356,0.047,324,66645.0,35.111427,addition,0.2855927,Q1 2021,CONSUMER STAPLES,13F,03/31/2022,39.159,
Lancaster colony corp.,LANC,"",59014.0,8802000.0,0.0355,0.0414,325,16021.0,37.264206,addition,0.2144248,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,174.8231,
Carnival corp.,CCL,"",435040.0,8797000.0,0.0355,,326,435040.0,,new,0.0437395,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,20.22,
Eastman chemical co.,EMN,"",78506.0,8797000.0,0.0355,,327,78506.0,,new,0.0609129,Q1 2022,MATERIALS,13F,03/31/2022,112.06,
Joyy inc,YY,"",239489.0,8796000.0,0.0355,0.0435,328,74714.0,45.343044,addition,0.4388685,Q2 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,57.6942,
Fmc corp. (food machinery & chemical corp.),FMC,"",65872.0,8667000.0,0.0349,,329,65872.0,,new,0.0523046,Q1 2022,MATERIALS,13F,03/31/2022,131.57,
Invitation homes inc,INVH,"",214594.0,8622000.0,0.0348,,330,214594.0,,new,0.0351609,Q1 2022,REAL ESTATE,13F,03/31/2022,40.18,
Boston beer inc class a,SAM,"",21890.0,8504000.0,0.0343,0.0589,331,1830.0,9.122632,addition,0.2142797,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,922.099,
Globus medical inc,GMED,"",113486.0,8373000.0,0.0338,0.0364,332,26807.0,30.926753,addition,0.1115332,Q2 2021,HEALTH CARE,13F,03/31/2022,76.6442,
Twitter inc,TWTR,"",215845.0,8351000.0,0.0337,,333,215845.0,,new,0.0282676,Q1 2022,COMMUNICATIONS,13F,03/31/2022,38.69,
Fiserv inc.,FISV,"",81988.0,8314000.0,0.0335,0.0526,334,-5249.0,-6.016942,reduction,0.0125743,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,105.17,
Weibo corp adr,WB,"",338068.0,8286000.0,0.0334,0.0551,335,32069.0,10.4801,addition,0.2385186,Q2 2019,COMMUNICATIONS,13F,03/31/2022,37.4173,
Amedisys inc,AMED,"",47989.0,8268000.0,0.0333,0.0335,336,12438.0,34.986358,addition,0.1473284,Q3 2020,HEALTH CARE,13F,03/31/2022,232.8887,
Verisk analytics inc,VRSK,"",38331.0,8227000.0,0.0332,0.0268,337,18167.0,90.096211,addition,0.0242752,Q3 2021,INDUSTRIALS,13F,03/31/2022,218.1914,
Waters corporation,WAT,"",26411.0,8198000.0,0.033,0.0217,338,16399.0,163.793448,addition,0.0438464,Q2 2021,HEALTH CARE,13F,03/31/2022,331.5808,
Dada nexus ltd. ads,DADA,"",891681.0,8141000.0,0.0328,0.0459,339,292280.0,48.762014,addition,0.3425893,Q2 2021,COMMUNICATIONS,13F,03/31/2022,16.558,
Simply good foods co/the,SMPL,"",213791.0,8113000.0,0.0327,0.0417,340,41210.0,23.878642,addition,0.2130014,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,36.8925,
Udr inc. (old dominion reit - united dominion realty trust),UDR,"",141143.0,8097000.0,0.0326,0.0098,341,113041.0,402.252509,addition,0.0443287,Q2 2021,REAL ESTATE,13F,03/31/2022,56.9957,
Moderna inc,MRNA,"",46681.0,8041000.0,0.0324,0.0054,342,43042.0,1182.797472,addition,0.0117360,Q3 2021,HEALTH CARE,13F,03/31/2022,188.8332,
Spectrum brands holdings (zapata off-shore - hrg group),SPB,"",90590.0,8037000.0,0.0324,0.0132,343,68300.0,306.415433,addition,0.2221638,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,87.8145,
Carlisle companies inc,CSL,"",32610.0,8019000.0,0.0323,0.0715,344,-16975.0,-34.234143,reduction,0.0630773,Q4 2021,INDUSTRIALS,13F,03/31/2022,248.12,
Unity software inc.,U,"",80704.0,8007000.0,0.0323,,345,80704.0,,new,0.0272637,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,99.21,
Waste connections inc,WCN,"",57088.0,7975000.0,0.0321,0.0246,346,26091.0,84.172662,addition,0.0221989,Q3 2021,INDUSTRIALS,13F,03/31/2022,136.5182,
Hostess brands inc class a,TWNK,"",363264.0,7970000.0,0.0321,0.0327,347,88063.0,31.99952,addition,0.2626889,Q2 2021,FINANCE,13F,03/31/2022,17.9551,
On semiconductor corp,ON,"",126506.0,7921000.0,0.0319,,348,126506.0,,new,0.0291149,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,62.61,
Herbalife nutrition ltd,HLF,"",260336.0,7904000.0,0.0319,0.0484,349,56828.0,27.924209,addition,0.2402599,Q3 2020,HEALTH CARE,13F,03/31/2022,43.7429,
Biogen inc,BIIB,"",37519.0,7902000.0,0.0319,0.0173,350,25115.0,202.475008,addition,0.0256186,Q1 2021,HEALTH CARE,13F,03/31/2022,245.1119,
Prudential financial inc.,PRU,"",66745.0,7887000.0,0.0318,,351,66745.0,,new,0.0177987,Q1 2022,FINANCE,13F,03/31/2022,118.17,
Vertex pharmaceuticals  inc.,VRTX,"",30152.0,7869000.0,0.0317,0.0159,352,17735.0,142.82838,addition,0.0117894,Q4 2020,HEALTH CARE,13F,03/31/2022,243.0026,
Life storage inc,LSI,"",55993.0,7863000.0,0.0317,,353,55993.0,,new,0.0663700,Q1 2022,REAL ESTATE,13F,03/31/2022,140.43,
Whirlpool corp. (de),WHR,"",45275.0,7823000.0,0.0315,0.0811,354,-14145.0,-23.805116,reduction,0.0805571,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,215.48,
Beyond meat inc,BYND,"",160385.0,7748000.0,0.0312,0.0293,355,83063.0,107.424795,addition,0.2524062,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,73.0033,
Universal display corp,OLED,"",46397.0,7746000.0,0.0312,0.0131,356,32765.0,240.35358,addition,0.0982689,Q3 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,166.3859,
Masco corp.,MAS,"",151246.0,7714000.0,0.0311,0.097,357,-86458.0,-36.372127,reduction,0.0641035,Q4 2018,INDUSTRIALS,13F,03/31/2022,58.69,
Amn healthcare services inc,AMN,"",73378.0,7656000.0,0.0309,0.0404,358,16569.0,29.166153,addition,0.1640909,Q2 2021,HEALTH CARE,13F,03/31/2022,103.1997,
Cracker barrel old country store  inc.,CBRL,"",64443.0,7651000.0,0.0308,0.0362,359,15981.0,32.976353,addition,0.2827862,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,136.455,
Cognex corp,CGNX,"",98948.0,7634000.0,0.0308,,360,98948.0,,new,0.0569524,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,77.15,
Advance auto parts  inc.,AAP,"",36752.0,7606000.0,0.0307,0.0896,361,-27504.0,-42.803785,reduction,0.0606070,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,194.32,
News inc. class a,NWSA,"",343067.0,7599000.0,0.0306,,362,343067.0,,new,0.0883127,Q3 2019,COMMUNICATIONS,13F,03/31/2022,22.15,
Dover corp.,DOV,"",48271.0,7574000.0,0.0305,,363,48271.0,,new,0.0334835,Q1 2022,INDUSTRIALS,13F,03/31/2022,156.9,
Pultegroup inc,PHM,"",180503.0,7563000.0,0.0305,0.0825,364,-67676.0,-27.269028,reduction,0.0759607,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,50.65,
Lkq corp,LKQ,"",166511.0,7561000.0,0.0305,0.0956,365,-107439.0,-39.218471,reduction,0.0588726,Q1 2019,INDUSTRIALS,13F,03/31/2022,44.79,
Booking holdings inc. (priceline),BKNG,"",3147.0,7391000.0,0.0298,0.0146,366,2097.0,199.714286,addition,0.0077468,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,2356.9314,
Lhc group inc.,LHCG,"",43826.0,7389000.0,0.0298,0.0267,367,10342.0,30.886394,addition,0.1412480,Q2 2021,HEALTH CARE,13F,03/31/2022,186.6691,
Sba communications corp.,SBAC,"",21451.0,7381000.0,0.0298,0.0263,368,9840.0,84.747222,addition,0.0198935,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,362.3249,
Evolent health inc,EVH,"",226836.0,7327000.0,0.0295,0.0274,369,56491.0,33.162699,addition,0.2476523,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,24.4299,
Aon plc,AON,"",22359.0,7281000.0,0.0294,0.0761,370,-21174.0,-48.638964,reduction,0.0105276,Q4 2020,FINANCE,13F,03/31/2022,229.87,
Oreilly automotive inc.,ORLY,"",10545.0,7223000.0,0.0291,0.0227,371,5017.0,90.756151,addition,0.0160440,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,680.5512,
Icu medical inc,ICUI,"",32369.0,7207000.0,0.0291,0.0305,372,10282.0,46.552271,addition,0.1354576,Q2 2021,HEALTH CARE,13F,03/31/2022,213.5784,
Eversource energy (western massachusetts cos./northeast utilities),ES,"",81060.0,7149000.0,0.0288,0.0101,373,62027.0,325.891872,addition,0.0235040,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,86.3351,
New oriental education & tech group inc adr,EDU,"",6201032.0,7131000.0,0.0287,0.0508,374,2035926.0,48.880533,addition,0.3654187,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,5.3749,
Merit medical systems inc.,MMSI,"",106987.0,7117000.0,0.0287,0.026,375,35119.0,48.865977,addition,0.1887544,Q2 2021,HEALTH CARE,13F,03/31/2022,64.8339,
Palantir technologies inc.,PLTR,"",516460.0,7091000.0,0.0286,,376,516460.0,,new,0.0265299,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,13.73,
Wec energy group (wisconsin electric power),WEC,"",70509.0,7038000.0,0.0284,0.0097,377,53240.0,308.298106,addition,0.0223530,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,99.1389,
Bank of new york mellon corp,BK,"",141029.0,6999000.0,0.0282,0.0501,378,-7444.0,-5.013706,reduction,0.0174584,Q4 2020,FINANCE,13F,03/31/2022,45.73,
360 digitech inc,QFIN,"",450260.0,6930000.0,0.0279,0.0428,379,128986.0,40.148285,addition,0.3343940,Q2 2021,FINANCE,13F,03/31/2022,21.8831,
Shake shack inc,SHAK,"",101868.0,6917000.0,0.0279,0.0326,380,24216.0,31.185288,addition,0.2597097,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,94.7094,
Ollies bargain outlet holdings inc,OLLI,"",160109.0,6878000.0,0.0277,0.0368,381,36412.0,29.436446,addition,0.2561961,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,74.9989,
Copart inc.,CPRT,"",54457.0,6833000.0,0.0275,0.0269,382,23884.0,78.121218,addition,0.0229126,Q3 2021,INDUSTRIALS,13F,03/31/2022,138.551,
W d-40 co,WDFC,"",37130.0,6803000.0,0.0274,0.0402,383,8841.0,31.25243,addition,0.2724649,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,237.4614,
Agilon health inc,AGL,"",267856.0,6790000.0,0.0274,0.0285,384,86073.0,47.349312,addition,0.0658558,Q3 2021,HEALTH CARE,13F,03/31/2022,26.0015,
Ensign group inc. (the),ENSG,"",75353.0,6783000.0,0.0273,0.0279,385,18278.0,32.024529,addition,0.1358273,Q2 2021,HEALTH CARE,13F,03/31/2022,83.8445,
Garmin ltd,GRMN,"",56967.0,6757000.0,0.0272,,386,56967.0,,new,0.0294975,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,118.61,
Integra lifesciences holdings corp,IART,"",104273.0,6701000.0,0.027,0.0315,387,23292.0,28.762302,addition,0.1254259,Q2 2021,HEALTH CARE,13F,03/31/2022,67.2966,
Rpm international inc.,RPM,"",82076.0,6684000.0,0.0269,0.0742,388,-44241.0,-35.023789,reduction,0.0633813,Q4 2019,MATERIALS,13F,03/31/2022,86.56,
F5 networks inc,FFIV,"",31966.0,6679000.0,0.0269,,389,31966.0,,new,0.0528608,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,208.95,
Iqiyi inc,IQ,"",1469346.0,6671000.0,0.0269,0.0259,390,492480.0,50.414284,addition,0.3442441,Q2 2019,COMMUNICATIONS,13F,03/31/2022,10.8094,
Skyworks solutions  inc.,SWKS,"",49741.0,6629000.0,0.0267,,391,49741.0,,new,0.0309092,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,133.28,
Zillow group inc class c,Z,"",134464.0,6628000.0,0.0267,,392,134464.0,,new,0.0747135,Q1 2022,COMMUNICATIONS,13F,03/31/2022,49.29,
Avery dennison corp.,AVY,"",37713.0,6561000.0,0.0264,0.0171,393,24166.0,178.386359,addition,0.0461523,Q3 2021,INDUSTRIALS,13F,03/31/2022,188.5217,
Kilroy realty corp.,KRC,"",85527.0,6536000.0,0.0263,0.0235,394,24835.0,40.919726,addition,0.0732778,Q1 2021,REAL ESTATE,13F,03/31/2022,70.4592,
Zendesk inc,ZEN,"",54020.0,6498000.0,0.0262,,395,54020.0,,new,0.0438222,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,120.29,
Aes corp. (the),AES,"",252542.0,6498000.0,0.0262,0.0127,396,162305.0,179.865244,addition,0.0378136,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,25.1654,
Irhythm technologies inc,IRTC,"",41244.0,6495000.0,0.0262,0.0215,397,9880.0,31.501084,addition,0.1384484,Q2 2021,HEALTH CARE,13F,03/31/2022,91.6683,
Occidental petroleum corp.,OXY,"",113851.0,6460000.0,0.026,,398,113851.0,,new,0.0121481,Q1 2022,ENERGY,13F,03/31/2022,56.74,
Certara  inc.,CERT,"",299490.0,6433000.0,0.0259,0.0368,399,77038.0,34.631291,addition,0.1873644,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,26.568,
Equifax inc.,EFX,"",27127.0,6432000.0,0.0259,0.0254,400,12231.0,82.109291,addition,0.0221743,Q4 2021,INDUSTRIALS,13F,03/31/2022,267.6805,
Nu skin enterprises inc. class a,NUS,"",134214.0,6426000.0,0.0259,0.0302,401,31840.0,31.101647,addition,0.2673148,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,53.5779,
Blackrock inc. class a,BLK,"",8378.0,6402000.0,0.0258,0.1455,402,-18957.0,-69.350649,reduction,0.0055299,Q4 2020,FINANCE,13F,03/31/2022,764.57,
Ishares msci mexico etf,EWW,"",116321.0,6394000.0,0.0258,0.1556,403,-412753.0,-78.014229,reduction,No Data,Q1 2019,FINANCE,13F,03/31/2022,47.3,
Smith (a.o.) corp.  class b,AOS,"",99226.0,6340000.0,0.0256,0.0763,404,-53564.0,-35.057268,reduction,0.0763066,Q4 2019,INDUSTRIALS,13F,03/31/2022,66.19,
Williams-sonoma inc.,WSM,"",43708.0,6338000.0,0.0255,0.0693,405,-26795.0,-38.005475,reduction,0.0635632,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,178.14,
Juniper networks inc,JNPR,"",170516.0,6336000.0,0.0255,,406,170516.0,,new,0.0527757,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,37.16,
Graham holdings  inc.,GHC,"",10351.0,6329000.0,0.0255,0.0286,407,2534.0,32.416528,addition,0.2642062,Q4 2019,COMMUNICATIONS,13F,03/31/2022,626.3095,
Extra space storage  inc.,EXR,"",30644.0,6300000.0,0.0254,,408,30644.0,,new,0.0228210,Q1 2022,REAL ESTATE,13F,03/31/2022,205.6,
Uber technologies inc,UBER,"",175743.0,6271000.0,0.0253,,409,175743.0,,new,0.0094439,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,35.68,
Tapestry inc,TPR,"",167710.0,6230000.0,0.0251,0.0644,410,-105032.0,-38.509654,reduction,0.0666038,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,40.13,
Acadia healthcare company inc.,ACHC,"",94934.0,6221000.0,0.0251,0.0171,411,46394.0,95.578904,addition,0.1048685,Q3 2021,HEALTH CARE,13F,03/31/2022,63.2598,
Coursera inc,COUR,"",268344.0,6183000.0,0.0249,0.0316,412,45891.0,20.629526,addition,0.1862838,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,30.0781,
Pembina pipeline corp,PBA,"",163790.0,6159000.0,0.0248,0.0199,413,51077.0,45.31598,addition,0.0295301,Q3 2021,ENERGY,13F,03/31/2022,33.4367,
Regency centers corp,REG,"",86093.0,6142000.0,0.0248,0.0057,414,73000.0,557.549836,addition,0.0499488,Q4 2021,REAL ESTATE,13F,03/31/2022,71.9498,
Hutchmed (china) ltd,HCM,"",318234.0,6021000.0,0.0243,0.0435,415,105134.0,49.335523,addition,0.1840406,Q2 2019,HEALTH CARE,13F,03/31/2022,28.315,
Lear corp,LEA,"",41815.0,5962000.0,0.024,0.0596,416,-14198.0,-25.347687,reduction,0.0699500,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,171.68,
Quidelortho corp,QDEL,"",52947.0,5954000.0,0.024,0.0304,417,14209.0,36.679746,addition,0.1265214,Q3 2020,HEALTH CARE,13F,03/31/2022,144.1179,
Premier inc,PINC,"",166830.0,5937000.0,0.0239,0.031,418,37338.0,28.834214,addition,0.1413973,Q2 2021,HEALTH CARE,13F,03/31/2022,35.59,
Csx corp,CSX,"",158130.0,5922000.0,0.0239,0.038,419,-15614.0,-8.986785,reduction,0.0072728,Q3 2019,TRANSPORTS,13F,03/31/2022,29.59,
Celsius holdings  inc.,CELH,"",107249.0,5918000.0,0.0239,0.0346,420,27320.0,34.180335,addition,0.1423123,Q1 2021,ENERGY,13F,03/31/2022,70.1002,
Bausch health companies,BHC,"",258675.0,5915000.0,0.0238,0.0234,421,113430.0,78.095632,addition,0.0716572,Q4 2020,HEALTH CARE,13F,03/31/2022,24.5064,
Allegion plc,ALLE,"",53560.0,5880000.0,0.0237,0.0664,422,-32638.0,-37.863988,reduction,0.0609989,Q3 2019,INDUSTRIALS,13F,03/31/2022,128.35,
Fortune brands home & security inc,FBHS,"",78919.0,5862000.0,0.0236,0.0817,423,-52560.0,-39.975966,reduction,0.0603322,Q1 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,93.73,
Albertsons companies  inc.,ACI,"",176284.0,5861000.0,0.0236,0.0172,424,78250.0,79.819246,addition,0.0331617,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,29.3794,
Open text corp.,OTEX,"",138015.0,5857000.0,0.0236,0.0232,425,53936.0,64.149193,addition,0.0510208,Q4 2020,COMMUNICATIONS,13F,03/31/2022,45.6897,
First solar inc,FSLR,"",69522.0,5822000.0,0.0235,0.0252,426,19788.0,39.78767,addition,0.0652279,Q4 2021,INDUSTRIALS,13F,03/31/2022,86.1866,
Sealed air corp.,SEE,"",86917.0,5820000.0,0.0235,,427,86917.0,,new,0.0594978,Q1 2022,MATERIALS,13F,03/31/2022,66.96,
Autoliv inc,ALV,"",75920.0,5803000.0,0.0234,0.0677,428,-36707.0,-32.591652,reduction,0.0869206,Q3 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,90.72,
Edgewell personal care company,EPC,"",157355.0,5770000.0,0.0233,0.0315,429,38808.0,32.736383,addition,0.2980072,Q2 2021,INDUSTRIALS,13F,03/31/2022,41.8532,
Essex property trust  inc.,ESS,"",16695.0,5768000.0,0.0233,0.0089,430,12366.0,285.654886,addition,0.0255537,Q4 2021,REAL ESTATE,13F,03/31/2022,347.2303,
Discover financial services,DFS,"",52167.0,5748000.0,0.0232,,431,52167.0,,new,0.0185671,Q1 2022,FINANCE,13F,03/31/2022,110.19,
Bunge ltd. adr,BG,"",51767.0,5736000.0,0.0231,0.0096,432,34102.0,193.048401,addition,0.0341174,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,104.8554,
Healthpeak properties inc,PEAK,"",166901.0,5730000.0,0.0231,0.0211,433,66318.0,65.933607,addition,0.0309330,Q4 2021,REAL ESTATE,13F,03/31/2022,35.3907,
Coca-cola consolidated inc,COKE,"",11522.0,5725000.0,0.0231,0.0354,434,1697.0,17.272265,addition,0.1376749,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,416.0807,
Fortive corp,FTV,"",93905.0,5722000.0,0.0231,,435,93905.0,,new,0.0261977,Q1 2022,INDUSTRIALS,13F,03/31/2022,60.93,
Cal-maine foods inc,CALM,"",103193.0,5698000.0,0.023,0.017,436,23994.0,30.295837,addition,0.2337842,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,40.6301,
Central garden & pet co. class a,CENTA,"",139146.0,5674000.0,0.0229,0.0293,437,33762.0,32.037121,addition,0.3302750,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,46.4526,
State street corp. (state street bank & trust co.  boston  ma),STT,"",64482.0,5618000.0,0.0226,0.0354,438,-982.0,-1.500061,reduction,0.0175645,Q4 2020,FINANCE,13F,03/31/2022,79.02,
Ptc inc.,PTC,"",52104.0,5613000.0,0.0226,,439,52104.0,,new,0.0445425,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,107.72,
Borg warner inc,BWA,"",144178.0,5609000.0,0.0226,0.0611,440,-89096.0,-38.193712,reduction,0.0601808,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,45.39,
Ingersoll rand inc,IR,"",110830.0,5580000.0,0.0225,,441,110830.0,,new,0.0273027,Q1 2022,INDUSTRIALS,13F,03/31/2022,50.35,
Teradyne inc,TER,"",47139.0,5573000.0,0.0225,,442,47139.0,,new,0.0294245,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,118.23,
Wynn resorts ltd,WYNN,"",69798.0,5566000.0,0.0224,,443,69798.0,,new,0.0601889,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,79.74,
Boston properties  inc.,BXP,"",42962.0,5534000.0,0.0223,0.0202,444,12768.0,42.286547,addition,0.0274146,Q1 2021,REAL ESTATE,13F,03/31/2022,116.9366,
Flextronics international inc.,FLEX,"",296843.0,5506000.0,0.0222,0.0042,445,257600.0,656.422802,addition,0.0650550,Q1 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,18.4601,
Ameriprise financial  inc.,AMP,"",18291.0,5494000.0,0.0221,0.0347,446,-1475.0,-7.462309,reduction,0.0166426,Q4 2020,FINANCE,13F,03/31/2022,223.39,
T. rowe price group,TROW,"",36279.0,5485000.0,0.0221,0.0495,447,-7017.0,-16.20704,reduction,0.0159611,Q4 2020,FINANCE,13F,03/31/2022,172.15,
Staar surgical co.,STAA,"",68626.0,5484000.0,0.0221,0.0276,448,16534.0,31.739998,addition,0.1435352,Q2 2021,HEALTH CARE,13F,03/31/2022,127.1925,
Mccormick & co. non-voting shares,MKC,"",54922.0,5481000.0,0.0221,0.0191,449,20965.0,61.739847,addition,0.0219274,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,95.6885,
Royal caribbean cruises ltd,RCL,"",65131.0,5457000.0,0.022,,450,65131.0,,new,0.0255459,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,83.78,
Simon property group  inc.,SPG,"",41036.0,5399000.0,0.0218,,451,41036.0,,new,0.0124867,Q1 2022,REAL ESTATE,13F,03/31/2022,131.56,
Jabil inc,JBL,"",87125.0,5378000.0,0.0217,,452,87125.0,,new,0.0633385,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,61.73,
Cintas corporation,CTAS,"",12641.0,5377000.0,0.0217,0.0305,453,812.0,6.864486,addition,0.0123538,Q3 2021,INDUSTRIALS,13F,03/31/2022,427.6826,
Dynatrace inc,DT,"",113790.0,5360000.0,0.0216,,454,113790.0,,new,0.0396698,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,47.1,
Hubspot inc,HUBS,"",11203.0,5321000.0,0.0214,,455,11203.0,,new,0.0234524,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,474.94,
