Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Republic services inc.,RSG,"",291567.0,38633000.0,0.0705,0.0724,294,-6028.0,-2.025572,reduction,0.0922999,Q3 2014,INDUSTRIALS,13F,03/31/2022,59.04,
Zimmer biomet holdings inc,ZBH,"",301968.0,38622000.0,0.0705,0.0769,295,-55205.1,-15.456119,reduction,0.1440843,Q3 2014,HEALTH CARE,13F,03/31/2022,117.21,
Cdw corp.,CDW,"",215181.0,38494000.0,0.0703,0.079,296,-5888.0,-2.663422,reduction,0.1592568,Q4 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,83.98,
Weyerhaeuser corp.,WY,"",1014242.0,38440000.0,0.0702,0.0789,297,-84584.0,-7.69767,reduction,0.1362317,Q3 2014,MATERIALS,13F,03/31/2022,30.61,
Ansys  inc.,ANSS,"",120869.0,38394000.0,0.0701,0.081,298,5093.0,4.399012,addition,0.1389457,Q4 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,178.5874,
First republic bank (ca),FRC,"",235167.0,38121000.0,0.0696,0.0939,299,-25368.0,-9.736888,reduction,0.1309052,Q1 2016,FINANCE,13F,03/31/2022,90.88,
Tractor supply company,TSCO,"",162726.0,37975000.0,0.0693,0.0709,300,-7633.0,-4.480538,reduction,0.1454448,Q1 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,95.67,
International flavors and fragrances  inc.,IFF,"",285509.0,37496000.0,0.0684,0.0921,301,-64851.0,-18.509818,reduction,0.1120355,Q4 2019,MATERIALS,13F,03/31/2022,140.5,
Extra space storage  inc.,EXR,"",182208.0,37462000.0,0.0684,0.0767,302,-11746.0,-6.056075,reduction,0.1356927,Q1 2018,REAL ESTATE,13F,03/31/2022,102.52,
Splunk inc,SPLK,"",251984.0,37447000.0,0.0684,0.0471,303,18834.0,8.078061,addition,1.4910296,Q1 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,116.5868,
Docusign inc,DOCU,"",347633.0,37238000.0,0.068,0.0734,304,71449.0,25.870072,addition,0.1738652,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,160.0714,
Lennar corp. class a,LEN,"",457801.0,37160000.0,0.0678,0.0901,305,13101.0,2.946031,addition,0.1795388,Q3 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,54.1267,
Baker hughes company,BKR,"",1019164.0,37108000.0,0.0677,0.0454,306,-61909.0,-5.726625,reduction,0.1035130,Q3 2014,ENERGY,13F,03/31/2022,35.88,
Wec energy group (wisconsin electric power),WEC,"",370221.0,36952000.0,0.0675,0.084,307,-125840.0,-25.367848,reduction,0.1173686,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,66.61,
Skyworks solutions  inc.,SWKS,"",276485.0,36850000.0,0.0673,0.0717,308,11389.0,4.296179,addition,0.1718086,Q4 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,95.1962,
Pg&e corp. (pacific gas & electric),PCG,"",3081337.0,36791000.0,0.0672,0.0679,309,-122357.0,-3.819247,reduction,0.1249924,Q4 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,11.77,
Alexandria real estate equities  inc.,ARE,"",182240.0,36676000.0,0.067,0.0721,310,-3174.0,-1.711845,reduction,0.1116544,Q4 2017,REAL ESTATE,13F,03/31/2022,140.26,
Monolithic power systems inc,MPWR,"",74826.0,36341000.0,0.0663,0.0601,311,4961.0,7.100837,addition,0.1604228,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,380.4054,
Costar group inc,CSGP,"",544386.0,36262000.0,0.0662,0.0758,312,-5647.0,-1.026666,reduction,0.1373930,Q1 2018,INDUSTRIALS,13F,03/31/2022,78.82,
Keurig dr pepper inc,KDP,"",954309.0,36168000.0,0.066,0.0664,313,-78395.0,-7.591236,reduction,0.0672737,Q4 2020,CONSUMER STAPLES,13F,03/31/2022,32.82,
Ppg industries  inc. (pittsburgh plate glass),PPG,"",274715.0,36007000.0,0.0657,0.11,314,-91058.0,-24.894675,reduction,0.1163089,Q3 2014,MATERIALS,13F,03/31/2022,105.14,
Copart inc.,CPRT,"",286903.0,35998000.0,0.0657,0.0723,315,13666.0,5.001519,addition,0.1207135,Q2 2018,INDUSTRIALS,13F,03/31/2022,62.9185,
American water works co inc,AWK,"",216950.0,35912000.0,0.0656,0.0751,316,-10967.0,-4.811839,reduction,0.1193651,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,81.27,
Eversource energy (western massachusetts cos./northeast utilities),ES,"",407182.0,35909000.0,0.0656,0.0859,317,-133802.0,-24.733079,reduction,0.1180655,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,64.0,
Western digital corp,WDC,"",716110.0,35555000.0,0.0649,0.0789,318,22252.0,3.206996,addition,0.2286665,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,64.0095,
Regions financial corp.  (birmingham  al),RF,"",1589879.0,35391000.0,0.0646,0.0628,319,-60936.0,-3.691268,reduction,0.1701316,Q3 2014,FINANCE,13F,03/31/2022,12.6,
Palantir technologies inc.,PLTR,"",2571515.0,35307000.0,0.0645,0.0644,320,544617.0,26.869482,addition,0.1320957,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,17.2612,
Ventas  inc.,VTR,"",567237.0,35033000.0,0.064,0.0549,321,-48580.0,-7.888707,reduction,0.1419173,Q3 2014,REAL ESTATE,13F,03/31/2022,58.81,
Netapp inc.,NTAP,"",422032.0,35029000.0,0.0639,0.0679,322,-1151.0,-0.271986,reduction,0.1908003,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,66.14,
Mid-america apartment communities  inc.,MAA,"",166583.0,34891000.0,0.0637,0.0716,323,-12376.0,-6.91555,reduction,0.1443182,Q3 2016,REAL ESTATE,13F,03/31/2022,113.59,
Ulta beauty inc,ULTA,"",87539.0,34860000.0,0.0636,0.0633,324,-523.0,-0.5939,reduction,0.1689353,Q3 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,231.16,
Omnicom group inc.,OMC,"",407387.0,34579000.0,0.0631,0.007,325,352639.0,644.113027,addition,0.1980176,Q3 2014,COMMUNICATIONS,13F,03/31/2022,83.4232,
Zebra technologies corp,ZBRA,"",83171.0,34408000.0,0.0628,0.0796,326,6538.0,8.531573,addition,0.1583792,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,269.2628,
Dover corp.,DOV,"",218822.0,34333000.0,0.0627,0.0686,327,2442.0,1.12857,addition,0.1517875,Q3 2014,INDUSTRIALS,13F,03/31/2022,63.4546,
Keycorp  inc. (cleveland  ohio),KEY,"",1523312.0,34092000.0,0.0622,0.0662,328,-116734.0,-7.117727,reduction,0.1633630,Q3 2014,FINANCE,13F,03/31/2022,16.13,
Grainger (w.w.) inc.,GWW,"",65681.0,33878000.0,0.0618,0.062,329,-2949.0,-4.296955,reduction,0.1285301,Q3 2014,INDUSTRIALS,13F,03/31/2022,298.33,
Hubspot inc,HUBS,"",71039.0,33739000.0,0.0616,0.0673,330,12506.0,21.365725,addition,0.1487134,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,410.2595,
Albemarle corp.,ALB,"",152046.0,33625000.0,0.0614,0.0649,331,-6978.0,-4.388017,reduction,0.1298288,Q4 2020,MATERIALS,13F,03/31/2022,147.56,
Teradyne inc,TER,"",284111.0,33590000.0,0.0613,0.078,332,10656.0,3.896802,addition,0.1773444,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,86.487,
Synchrony financial,SYF,"",962162.0,33493000.0,0.0611,0.0772,333,8110.0,0.850058,addition,0.1918611,Q1 2016,FINANCE,13F,03/31/2022,30.2984,
Verisign inc.,VRSN,"",149649.0,33291000.0,0.0608,0.0668,334,-1193.0,-0.790894,reduction,0.1366099,Q1 2018,COMMUNICATIONS,13F,03/31/2022,154.91,
Teledyne technologies  inc.,TDY,"",70346.0,33248000.0,0.0607,0.0553,335,-2188.0,-3.016516,reduction,0.1501745,Q2 2020,INDUSTRIALS,13F,03/31/2022,334.23,
Stanley black & decker inc.,SWK,"",237719.0,33231000.0,0.0607,0.0959,336,-53797.0,-18.454219,reduction,0.1574667,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,144.96,
Zscaler inc,ZS,"",136934.0,33039000.0,0.0603,0.0645,337,21922.0,19.06062,addition,0.0965257,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,308.4895,
Aes corp. (the),AES,"",1280423.0,32945000.0,0.0601,0.0567,338,-57622.0,-4.306432,reduction,0.1917204,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,23.15,
Principal financial group,PFG,"",448662.0,32936000.0,0.0601,0.0602,339,-28632.0,-5.998818,reduction,0.1775584,Q3 2014,FINANCE,13F,03/31/2022,52.14,
Raymond james financial inc.,RJF,"",299176.0,32882000.0,0.06,0.0555,340,-17818.0,-5.620927,reduction,0.1436623,Q2 2020,FINANCE,13F,03/31/2022,85.15,
Cardinal health  inc.,CAH,"",578464.0,32799000.0,0.0599,0.0105,341,461040.0,392.628423,addition,0.2123370,Q3 2014,HEALTH CARE,13F,03/31/2022,58.2752,
Best buy co.  inc.,BBY,"",360814.0,32798000.0,0.0599,0.0604,342,19833.0,5.816453,addition,0.1602418,Q4 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,51.0669,
Mccormick & co. non-voting shares,MKC,"",328361.0,32770000.0,0.0598,0.0634,343,-47787.0,-12.704308,reduction,0.1310969,Q3 2015,CONSUMER STAPLES,13F,03/31/2022,76.09,
Ally financial inc,ALLY,"",749181.0,32574000.0,0.0595,0.0626,344,-4601.0,-0.610389,reduction,0.2319115,Q1 2021,FINANCE,13F,03/31/2022,45.35,
Molina healthcare inc,MOH,"",97633.0,32569000.0,0.0595,0.0565,345,-4106.0,-4.035817,reduction,0.1663254,Q2 2020,HEALTH CARE,13F,03/31/2022,310.77,
Perkinelmer inc.,PKI,"",186237.0,32491000.0,0.0593,0.0653,346,18.0,0.009666,addition,0.1476332,Q2 2020,HEALTH CARE,13F,03/31/2022,104.3768,
Okta inc,OKTA,"",214978.0,32453000.0,0.0592,0.066,347,46257.0,27.416267,addition,0.1425555,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,131.4884,
Northern trust corp.,NTRS,"",278326.0,32411000.0,0.0592,0.0594,348,-6116.0,-2.150175,reduction,0.1335667,Q3 2014,FINANCE,13F,03/31/2022,84.87,
Church & dwight co.  inc.,CHD,"",325314.0,32330000.0,0.059,0.0644,349,-34792.0,-9.6616,reduction,0.1340003,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,50.43,
Interpublic group of companies inc (the),IPG,"",909357.0,32237000.0,0.0588,0.0124,350,718905.0,377.473064,addition,0.2309982,Q3 2021,COMMUNICATIONS,13F,03/31/2022,35.7055,
Hologic inc.,HOLX,"",418695.0,32164000.0,0.0587,0.0581,351,-16262.0,-3.73876,reduction,0.1678937,Q3 2015,HEALTH CARE,13F,03/31/2022,48.61,
Diamondback energy inc,FANG,"",234379.0,32129000.0,0.0587,,352,234379.0,,new,0.1320500,Q1 2022,ENERGY,13F,03/31/2022,137.08,
Cincinnati financial corp. (cincinnati insurance co.),CINF,"",235483.0,32016000.0,0.0584,0.0504,353,-17964.0,-7.087872,reduction,0.1468508,Q2 2019,FINANCE,13F,03/31/2022,103.45,
Cooper companies (the),COO,"",76205.0,31822000.0,0.0581,0.0551,354,869.0,1.153499,addition,0.1544597,Q2 2017,HEALTH CARE,13F,03/31/2022,249.41,
Citizens financial group inc,CFG,"",701622.0,31805000.0,0.0581,0.0613,355,-42423.0,-5.701671,reduction,0.1416142,Q3 2015,FINANCE,13F,03/31/2022,31.32,
Fleetcor technologies inc,FLT,"",127699.0,31805000.0,0.0581,0.052,356,-5351.0,-4.021796,reduction,0.1651120,Q4 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,193.36,
Trimble navigation ltd.,TRMB,"",440758.0,31796000.0,0.058,0.0638,357,21426.0,5.109555,addition,0.1762028,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,45.5868,
Entergy corp.,ETR,"",272229.0,31783000.0,0.058,0.0595,358,-30720.0,-10.140321,reduction,0.1338561,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,85.55,
Live nation entertainment inc,LYV,"",269952.0,31757000.0,0.058,0.058,359,-7979.0,-2.870856,reduction,0.1183668,Q1 2021,COMMUNICATIONS,13F,03/31/2022,84.65,
Dte energy co. (detroit edison),DTE,"",240082.0,31741000.0,0.0579,0.0568,360,-32343.0,-11.872258,reduction,0.1239202,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,89.24,
Waters corporation,WAT,"",101708.0,31569000.0,0.0576,0.0661,361,76.0,0.07478,addition,0.1688510,Q3 2014,HEALTH CARE,13F,03/31/2022,166.5476,
Apollo global management inc,APO,"",508600.0,31528000.0,0.0576,,362,508600.0,,new,0.0885356,Q1 2022,FINANCE,13F,03/31/2022,61.99,
Avantor inc,AVTR,"",929805.0,31446000.0,0.0574,0.0663,363,28004.0,3.105341,addition,0.1523424,Q4 2020,HEALTH CARE,13F,03/31/2022,28.5147,
Centerpoint energy inc,CNP,"",1020359.0,31264000.0,0.0571,0.053,364,-68762.0,-6.313532,reduction,0.1621036,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,27.3,
Darden restaurants inc,DRI,"",234222.0,31140000.0,0.0568,0.0596,365,7393.0,3.259283,addition,0.1877767,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,122.4037,
Invitation homes inc,INVH,"",772948.0,31057000.0,0.0567,0.0634,366,-28414.0,-3.545713,reduction,0.1266462,Q4 2019,REAL ESTATE,13F,03/31/2022,29.83,
Akamai technologies inc.,AKAM,"",259499.0,30982000.0,0.0566,0.0558,367,-13712.0,-5.018832,reduction,0.1618781,Q3 2014,COMMUNICATIONS,13F,03/31/2022,76.16,
Ss&c technologies holdings inc,SSNC,"",412761.0,30965000.0,0.0565,0.0614,368,-16636.0,-3.87427,reduction,0.1620063,Q1 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,55.28,
Steel dynamics  inc.,STLD,"",370213.0,30887000.0,0.0564,0.009,369,287050.0,345.165518,addition,0.1962017,Q3 2021,MATERIALS,13F,03/31/2022,77.8253,
Genuine parts co.,GPC,"",245087.0,30886000.0,0.0564,0.0605,370,-2155.0,-0.871616,reduction,0.1730899,Q3 2014,INDUSTRIALS,13F,03/31/2022,94.79,
V.f. corp. (vanity fair mills inc.),VFC,"",542169.0,30828000.0,0.0563,0.0637,371,43596.0,8.744156,addition,0.1395617,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,61.8166,
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",181519.0,30767000.0,0.0562,0.0537,372,-19036.0,-9.491661,reduction,0.1011713,Q3 2014,FINANCE,13F,03/31/2022,136.8,
Ameren corporation,AEE,"",327862.0,30740000.0,0.0561,0.0561,373,-33535.0,-9.279269,reduction,0.1269668,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,53.38,
Fortive corp,FTV,"",503490.0,30678000.0,0.056,0.0601,374,51667.0,11.43523,addition,0.1404639,Q3 2016,INDUSTRIALS,13F,03/31/2022,45.513,
Vici properties inc,VICI,"",1072723.0,30530000.0,0.0557,0.0585,375,-41070.0,-3.6874,reduction,0.1113936,Q2 2020,REAL ESTATE,13F,03/31/2022,26.1,
Nasdaq inc,NDAQ,"",171319.0,30529000.0,0.0557,0.061,376,4692.0,2.81587,addition,0.1792477,Q4 2019,FINANCE,13F,03/31/2022,110.5743,
Tyler technologies inc,TYL,"",68612.0,30525000.0,0.0557,0.0604,377,4306.0,6.696109,addition,0.1654350,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,357.1548,
Coterra energy inc,CTRA,"",1130633.0,30493000.0,0.0557,,378,1130633.0,,new,0.1403110,Q1 2022,ENERGY,13F,03/31/2022,26.97,
Zoominfo technologies inc.,ZI,"",510200.0,30479000.0,0.0556,,379,510200.0,,new,No Data,Q1 2022,COMMUNICATIONS,13F,03/31/2022,59.74,
Mosaic company (the),MOS,"",456546.0,30360000.0,0.0554,,380,456546.0,,new,0.1261200,Q1 2022,MATERIALS,13F,03/31/2022,66.5,
Eldorado resorts inc,CZR,"",392200.0,30341000.0,0.0554,0.0581,381,36400.0,10.230467,addition,0.1829580,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,93.7983,
Insulet corp,PODD,"",113745.0,30301000.0,0.0553,0.0463,382,14043.0,14.084973,addition,0.1640404,Q2 2020,HEALTH CARE,13F,03/31/2022,203.1915,
Broadridge financial solutions inc,BR,"",194112.0,30225000.0,0.0552,0.0601,383,5823.0,3.092586,addition,0.1655867,Q1 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,114.0872,
Liberty broadband corp class c,LBRDK,"",223093.0,30189000.0,0.0551,0.0647,384,-7183.0,-3.1193,reduction,0.1620480,Q4 2019,COMMUNICATIONS,13F,03/31/2022,131.64,
Duke realty corp.,DRE,"",519858.0,30183000.0,0.0551,0.0629,385,-29114.0,-5.303367,reduction,0.1352194,Q4 2019,REAL ESTATE,13F,03/31/2022,35.56,
Markel corp. (holding co.),MKL,"",20378.0,30062000.0,0.0549,0.0478,386,-1817.0,-8.186528,reduction,0.1501926,Q1 2016,FINANCE,13F,03/31/2022,997.7,
Ingersoll rand inc,IR,"",597032.0,30061000.0,0.0549,0.0621,387,21452.0,3.727023,addition,0.1470776,Q1 2020,INDUSTRIALS,13F,03/31/2022,29.4586,
Catalent inc,CTLT,"",269497.0,29887000.0,0.0546,0.0566,388,16276.0,6.427587,addition,0.1503778,Q2 2020,HEALTH CARE,13F,03/31/2022,76.6795,
Huntington bancshares  inc. (huntington national bank  columbus  oh),HBAN,"",2043553.0,29877000.0,0.0545,0.058,389,-112734.0,-5.228154,reduction,0.1419948,Q3 2016,FINANCE,13F,03/31/2022,13.69,
Take-two interactive software  inc.,TTWO,"",194301.0,29872000.0,0.0545,0.0582,390,6608.0,3.520643,addition,0.1677774,Q1 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,111.6325,
Essex property trust  inc.,ESS,"",86404.0,29851000.0,0.0545,0.057,391,-6423.0,-6.919323,reduction,0.1322516,Q4 2014,REAL ESTATE,13F,03/31/2022,239.22,
Quest diagnostics  inc.,DGX,"",217719.0,29797000.0,0.0544,0.0693,392,-11765.0,-5.126719,reduction,0.1855059,Q4 2014,HEALTH CARE,13F,03/31/2022,93.02,
Expeditors international of washington inc,EXPD,"",288713.0,29784000.0,0.0544,0.0645,393,13608.0,4.946475,addition,0.1721051,Q3 2015,TRANSPORTS,13F,03/31/2022,61.4911,
Brown-forman corp. class b,BF.B,"",441481.0,29588000.0,0.054,0.0575,394,-10791.0,-2.385954,reduction,0.1424691,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,39.4,
Alnylam pharmaceuticals inc,ALNY,"",180898.0,29539000.0,0.0539,0.052,395,5105.0,2.903984,addition,0.1497332,Q2 2020,HEALTH CARE,13F,03/31/2022,146.9835,
Seagen inc,SGEN,"",204894.0,29515000.0,0.0539,0.0517,396,13198.0,6.884859,addition,0.1113097,Q2 2020,HEALTH CARE,13F,03/31/2022,164.0435,
Textron inc.,TXT,"",396281.0,29475000.0,0.0538,0.0546,397,-9002.0,-2.221164,reduction,0.1842453,Q1 2021,INDUSTRIALS,13F,03/31/2022,74.84,
Mgm resorts international  inc.,MGM,"",701875.0,29437000.0,0.0537,0.0547,398,2712.0,0.387892,addition,0.1647392,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,32.3871,
Paycom software inc,PAYC,"",84838.0,29386000.0,0.0536,0.0539,399,10380.0,13.940745,addition,0.1408006,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,316.4346,
Transunion,TRU,"",284082.0,29357000.0,0.0536,0.0576,400,5562.0,1.996984,addition,0.1476521,Q1 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,75.0058,
Generac holdlings inc,GNRC,"",98555.0,29296000.0,0.0535,0.0537,401,11158.0,12.767029,addition,0.1544024,Q4 2020,INDUSTRIALS,13F,03/31/2022,237.3843,
Vulcan materials company,VMC,"",159075.0,29222000.0,0.0533,0.0662,402,-23802.0,-13.015305,reduction,0.1196989,Q3 2015,MATERIALS,13F,03/31/2022,109.78,
Jacobs engineering group inc,J,"",211537.0,29152000.0,0.0532,0.0511,403,1053.0,0.500276,addition,0.1644574,Q3 2018,INDUSTRIALS,13F,03/31/2022,90.2877,
Dell technologies inc,DELL,"",577264.0,28973000.0,0.0529,0.0559,404,6479.0,1.135103,addition,0.2172723,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,31.6999,
Carnival corp.,CCL,"",1430533.0,28925000.0,0.0528,0.0457,405,129124.0,9.921862,addition,0.1438276,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,25.2327,
Martin marietta materials inc.,MLM,"",74960.0,28851000.0,0.0527,0.0667,406,-11855.0,-13.655474,reduction,0.1201947,Q3 2015,MATERIALS,13F,03/31/2022,189.3,
Iron mountain  inc.,IRM,"",518482.0,28729000.0,0.0524,0.0076,407,435237.0,522.838609,addition,0.1784414,Q3 2021,INDUSTRIALS,13F,03/31/2022,53.4898,
Constellation energy corporation,CEG,"",510223.0,28700000.0,0.0524,,408,510223.0,,new,0.1561753,Q1 2022,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,56.25,
Entegris inc.,ENTG,"",218600.0,28693000.0,0.0524,,409,218600.0,,new,0.1608736,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,131.26,
Ppl corp. (pennsylvania power & light),PPL,"",1001733.0,28609000.0,0.0522,0.0566,410,-76847.0,-7.124831,reduction,0.1361230,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,30.71,
Nortonlifelock inc,NLOK,"",1077157.0,28566000.0,0.0521,0.007,411,923657.0,601.730945,addition,0.1856962,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,26.0084,
Kellogg co.,K,"",432150.0,27869000.0,0.0509,0.0515,412,-25981.0,-5.671085,reduction,0.1279032,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,65.93,
Brown & brown inc.,BRO,"",385415.0,27854000.0,0.0508,0.0,413,385389.0,1482265.384615,addition,0.1365398,Q2 2020,FINANCE,13F,03/31/2022,72.2681,
Biotechne corp,TECH,"",64300.0,27844000.0,0.0508,0.0543,414,4100.0,6.810631,addition,0.1638905,Q3 2021,HEALTH CARE,13F,03/31/2022,511.4592,
Pool corp,POOL,"",65776.0,27813000.0,0.0508,0.063,415,2012.0,3.155385,addition,0.1641376,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,554.0307,
Solaredge technologies inc,SEDG,"",86152.0,27773000.0,0.0507,0.042,416,413.0,0.481694,addition,0.1555447,Q4 2020,ENERGY,13F,03/31/2022,318.8072,
Cf industries holdings inc,CF,"",269409.0,27765000.0,0.0507,,417,269409.0,,new,0.1291499,Q1 2022,MATERIALS,13F,03/31/2022,103.06,
Carmax inc.,KMX,"",287424.0,27731000.0,0.0506,0.0585,418,29970.0,11.640914,addition,0.1805813,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,68.381,
Hunt (j.b.) transport services  inc.,JBHT,"",137847.0,27678000.0,0.0505,0.0515,419,-6644.0,-4.59821,reduction,0.1315542,Q2 2020,TRANSPORTS,13F,03/31/2022,200.38,
Etsy inc,ETSY,"",221931.0,27582000.0,0.0504,0.0685,420,42639.0,23.781875,addition,0.1745852,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,169.1654,
Westinghouse air brake technologies corp,WAB,"",286021.0,27507000.0,0.0502,0.0467,421,-4665.0,-1.604824,reduction,0.1565971,Q1 2019,INDUSTRIALS,13F,03/31/2022,91.65,
Cms energy corp. (consumers power co.),CMS,"",389639.0,27251000.0,0.0497,0.0502,422,-52960.0,-11.965685,reduction,0.1342985,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,45.15,
Signature bank (new york  ny),SBNY,"",92010.0,27004000.0,0.0493,,423,92010.0,,new,0.1517501,Q1 2022,FINANCE,13F,03/31/2022,293.49,
Teleflex  inc.,TFX,"",75060.0,26634000.0,0.0486,0.0445,424,-2512.0,-3.238282,reduction,0.1600424,Q2 2017,INDUSTRIALS,13F,03/31/2022,281.41,
Sun communities  inc.,SUI,"",151828.0,26614000.0,0.0486,0.0567,425,-2861.0,-1.849517,reduction,0.1248456,Q4 2019,REAL ESTATE,13F,03/31/2022,149.33,
Conagra brands inc,CAG,"",787329.0,26431000.0,0.0483,0.0504,426,-58872.0,-6.957212,reduction,0.1640695,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,28.48,
Clorox co.,CLX,"",189783.0,26386000.0,0.0482,0.0571,427,2141.0,1.141003,addition,0.1541948,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,146.4849,
Boston properties  inc.,BXP,"",203842.0,26255000.0,0.0479,0.0455,428,-22804.0,-10.061506,reduction,0.1300741,Q3 2014,REAL ESTATE,13F,03/31/2022,118.79,
Camden property trust,CPT,"",157934.0,26249000.0,0.0479,0.0521,429,-9362.0,-5.596069,reduction,0.1482658,Q3 2021,REAL ESTATE,13F,03/31/2022,175.76,
Healthpeak properties inc,PEAK,"",764344.0,26240000.0,0.0479,0.0515,430,-54011.0,-6.599947,reduction,0.1416614,Q3 2014,REAL ESTATE,13F,03/31/2022,27.43,
Factset research systems inc,FDS,"",60397.0,26221000.0,0.0479,0.0528,431,-1863.0,-2.99229,reduction,0.1590247,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,485.99,
International paper co.,IP,"",568028.0,26214000.0,0.0479,0.0524,432,-71868.0,-11.2312,reduction,0.1532604,Q3 2014,MATERIALS,13F,03/31/2022,47.3,
Smucker (j.m.) co.,SJM,"",192636.0,26085000.0,0.0476,0.0041,433,175315.0,1012.152878,addition,0.1776128,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,133.743,
Udr inc. (old dominion reit - united dominion realty trust),UDR,"",446590.0,25621000.0,0.0468,0.0499,434,-30618.0,-6.41607,reduction,0.1402602,Q3 2021,REAL ESTATE,13F,03/31/2022,59.68,
Henry (jack) & associates  inc.,JKHY,"",129996.0,25616000.0,0.0468,,435,129996.0,,new,0.1784087,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,197.05,
Dominos pizza inc,DPZ,"",62867.0,25587000.0,0.0467,0.0604,436,1489.0,2.425951,addition,0.1744122,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,371.726,
Nvr inc,NVR,"",5726.0,25580000.0,0.0467,0.0604,437,-134.0,-2.286689,reduction,0.1740602,Q4 2017,CONSUMER DISCRETIONARY,13F,03/31/2022,3764.4,
Zendesk inc,ZEN,"",211667.0,25461000.0,0.0465,,438,211667.0,,new,0.1717088,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,120.29,
Celanese corp,CE,"",178046.0,25437000.0,0.0464,0.0585,439,-21506.0,-10.777141,reduction,0.1643872,Q4 2014,MATERIALS,13F,03/31/2022,82.35,
Incyte corporation,INCY,"",319382.0,25365000.0,0.0463,,440,319382.0,,new,0.1441873,Q4 2014,HEALTH CARE,13F,03/31/2022,79.42,
